BOROUGH,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,COLLISION_ID
BRONX,0,0,4292572
BROOKLYN,0,0,4291492
QUEENS,0,0,4290817
BROOKLYN,0,0,4291358
BROOKLYN,0,0,4290923
QUEENS,0,0,4290768
QUEENS,0,0,4290985
QUEENS,0,0,4294593
BROOKLYN,0,0,4291505
BROOKLYN,0,0,4290808
STATEN ISLAND,1,0,4290870
MANHATTAN,0,0,4290879
QUEENS,0,0,4290773
BRONX,0,0,4295817
BROOKLYN,0,0,4290873
STATEN ISLAND,2,0,4290868
BRONX,0,0,4293663
BROOKLYN,0,0,4290807
MANHATTAN,0,0,4294610
MANHATTAN,0,0,4290641
QUEENS,0,0,4290767
QUEENS,0,0,4290971
BROOKLYN,0,0,4290672
BROOKLYN,0,0,4290872
STATEN ISLAND,0,0,4290707
BROOKLYN,0,0,4290688
MANHATTAN,1,0,4290994
MANHATTAN,0,0,4291336
QUEENS,0,0,4290783
BROOKLYN,0,0,4292096
BROOKLYN,0,0,4292520
QUEENS,1,0,4291338
QUEENS,0,0,4290895
STATEN ISLAND,4,0,4290821
MANHATTAN,0,0,4293281
QUEENS,0,0,4290955
BROOKLYN,0,0,4292063
BROOKLYN,0,0,4290706
BROOKLYN,0,0,4292000
MANHATTAN,0,0,4290925
QUEENS,0,0,4290664
MANHATTAN,0,0,4291452
QUEENS,0,0,4290815
BROOKLYN,1,0,4290966
BRONX,0,0,4292560
BROOKLYN,0,0,4290898
BROOKLYN,3,0,4291500
MANHATTAN,1,0,4291055
MANHATTAN,1,0,4290743
BRONX,0,0,4290541
MANHATTAN,0,0,4290832
QUEENS,1,0,4290683
BROOKLYN,0,0,4290630
QUEENS,0,0,4290736
BROOKLYN,0,0,4290438
MANHATTAN,1,0,4290696
QUEENS,0,0,4290686
BROOKLYN,3,0,4291616
QUEENS,0,0,4291131
MANHATTAN,0,0,4290825
MANHATTAN,1,0,4292232
QUEENS,0,0,4290709
BROOKLYN,0,0,4290924
BROOKLYN,0,0,4290878
BROOKLYN,1,0,4292108
QUEENS,3,0,4290830
QUEENS,0,0,4290530
MANHATTAN,0,0,4291468
MANHATTAN,0,0,4291244
STATEN ISLAND,4,0,4291098
BROOKLYN,0,0,4290797
QUEENS,0,0,4294760
BROOKLYN,0,0,4291626
BROOKLYN,1,0,4290963
QUEENS,0,0,4290856
MANHATTAN,0,0,4290697
MANHATTAN,0,0,4291487
MANHATTAN,0,0,4290640
QUEENS,0,0,4290762
QUEENS,0,0,4290714
QUEENS,0,0,4290623
BROOKLYN,0,0,4290674
QUEENS,1,0,4291011
BRONX,0,0,4291010
QUEENS,0,0,4291078
MANHATTAN,0,0,4290844
BROOKLYN,0,0,4290843
BROOKLYN,0,0,4291294
QUEENS,0,0,4290958
MANHATTAN,0,0,4290713
BROOKLYN,0,0,4290965
BROOKLYN,0,0,4291878
QUEENS,0,0,4290970
QUEENS,0,0,4291114
BROOKLYN,0,0,4291579
BROOKLYN,0,0,4290628
BRONX,0,0,4290580
BROOKLYN,0,0,4290811
MANHATTAN,0,0,4290534
QUEENS,0,0,4290813
MANHATTAN,0,0,4291251
BROOKLYN,0,0,4290695
BRONX,1,0,4290738
QUEENS,1,0,4306589
BRONX,0,0,4290636
MANHATTAN,1,0,4291751
MANHATTAN,2,0,4290822
BROOKLYN,1,0,4291292
BRONX,1,0,4291120
BRONX,0,0,4303329
QUEENS,0,0,4290890
BRONX,0,0,4291427
MANHATTAN,0,0,4290846
QUEENS,0,0,4290763
BRONX,0,0,4290627
QUEENS,1,0,4290673
BRONX,0,0,4290917
QUEENS,1,0,4290865
QUEENS,1,0,4290676
BROOKLYN,0,0,4291661
BROOKLYN,0,0,4292065
BRONX,0,0,4290737
QUEENS,0,0,4290976
BROOKLYN,0,0,4290653
BROOKLYN,0,0,4290734
BROOKLYN,0,0,4291498
QUEENS,0,0,4290516
QUEENS,0,0,4291350
QUEENS,0,0,4290684
QUEENS,1,0,4290959
QUEENS,0,0,4290779
MANHATTAN,0,0,4292281
QUEENS,0,0,4290884
QUEENS,0,0,4290711
MANHATTAN,2,0,4290831
BROOKLYN,0,0,4290733
BRONX,0,0,4291367
BROOKLYN,0,0,4291305
BROOKLYN,1,0,4290883
QUEENS,0,0,4290514
QUEENS,1,0,4293824
QUEENS,0,0,4290629
QUEENS,0,0,4291057
BRONX,0,0,4291598
MANHATTAN,0,0,4291249
MANHATTAN,0,0,4293181
BRONX,0,0,4291278
BRONX,0,0,4292612
MANHATTAN,0,0,4291480
BROOKLYN,0,0,4291623
BROOKLYN,0,0,4292028
BRONX,0,0,4291227
BROOKLYN,0,0,4291416
QUEENS,1,0,4291357
QUEENS,0,0,4291183
MANHATTAN,0,0,4291568
BROOKLYN,0,0,4291621
QUEENS,0,0,4291339
QUEENS,0,0,4291209
BRONX,0,0,4291128
BROOKLYN,0,0,4291231
MANHATTAN,0,0,4291224
BRONX,0,0,4293127
BROOKLYN,1,0,4291324
MANHATTAN,0,0,4290990
QUEENS,0,0,4291021
QUEENS,0,0,4291730
BROOKLYN,0,0,4292568
QUEENS,1,0,4291111
QUEENS,0,0,4293513
MANHATTAN,0,0,4290991
BRONX,3,0,4291476
MANHATTAN,0,0,4291567
BROOKLYN,0,0,4291572
MANHATTAN,0,0,4290882
MANHATTAN,0,0,4291086
QUEENS,1,0,4291204
BROOKLYN,0,0,4291299
BRONX,0,0,4291778
BROOKLYN,0,0,4292420
QUEENS,0,0,4291211
QUEENS,0,0,4291058
MANHATTAN,0,0,4291454
BROOKLYN,0,0,4292385
BROOKLYN,0,0,4292093
BROOKLYN,1,0,4291256
BRONX,0,0,4299755
MANHATTAN,0,0,4291247
MANHATTAN,1,0,4291754
BROOKLYN,1,0,4291040
BROOKLYN,1,0,4291016
QUEENS,1,0,4291177
BRONX,0,0,4292668
BROOKLYN,0,0,4292484
BRONX,0,0,4296511
BRONX,0,0,4291127
STATEN ISLAND,0,0,4293393
MANHATTAN,0,0,4291935
STATEN ISLAND,4,0,4291702
BROOKLYN,0,0,4291813
BROOKLYN,0,0,4292473
QUEENS,0,0,4292539
BRONX,1,0,4291228
BROOKLYN,0,0,4291235
QUEENS,0,0,4291105
QUEENS,1,0,4291967
BROOKLYN,0,0,4291037
MANHATTAN,0,0,4291192
BRONX,0,0,4291553
QUEENS,0,0,4291270
QUEENS,1,0,4291538
BRONX,0,0,4291261
BROOKLYN,0,0,4291317
BROOKLYN,0,0,4291318
MANHATTAN,0,0,4292863
BROOKLYN,0,0,4291496
MANHATTAN,0,0,4291085
MANHATTAN,0,0,4293122
QUEENS,0,0,4292693
BRONX,0,0,4295820
BRONX,1,0,4292589
QUEENS,0,0,4291121
QUEENS,0,0,4291140
MANHATTAN,0,0,4291937
MANHATTAN,1,0,4291052
BRONX,0,0,4291226
BRONX,0,0,4290957
QUEENS,4,0,4291190
BROOKLYN,0,0,4291899
QUEENS,1,0,4291975
BROOKLYN,0,0,4291197
BRONX,0,0,4291126
QUEENS,4,0,4291134
BROOKLYN,0,0,4291159
BROOKLYN,0,0,4292097
BRONX,0,0,4298290
QUEENS,3,0,4291327
MANHATTAN,3,0,4292045
BROOKLYN,0,0,4291106
QUEENS,1,0,4290975
BRONX,0,0,4291218
MANHATTAN,0,0,4291225
BROOKLYN,1,0,4291084
QUEENS,0,0,4293623
QUEENS,0,0,4292368
BRONX,0,0,4292010
QUEENS,0,0,4291171
BROOKLYN,0,0,4291215
BROOKLYN,0,0,4291083
MANHATTAN,0,0,4291676
BRONX,0,0,4291815
BRONX,0,0,4291457
QUEENS,0,0,4291255
BRONX,0,0,4296733
BROOKLYN,0,0,4292471
MANHATTAN,1,0,4291470
BROOKLYN,1,0,4291182
MANHATTAN,0,0,4291441
BROOKLYN,5,0,4292429
QUEENS,0,0,4291054
QUEENS,0,0,4291368
BROOKLYN,0,0,4291107
QUEENS,0,0,4291063
BROOKLYN,0,0,4290968
QUEENS,0,0,4291717
MANHATTAN,0,0,4291088
BROOKLYN,0,0,4290964
QUEENS,0,0,4291735
BROOKLYN,0,0,4292303
MANHATTAN,1,0,4291558
QUEENS,1,0,4291195
QUEENS,2,0,4291081
BRONX,0,0,4291776
BRONX,0,0,4291446
QUEENS,1,0,4291137
BROOKLYN,0,0,4291390
BROOKLYN,0,0,4291214
QUEENS,0,0,4291212
BROOKLYN,0,0,4291374
BROOKLYN,0,0,4291495
BROOKLYN,0,0,4291147
MANHATTAN,0,0,4291033
BROOKLYN,0,0,4291217
QUEENS,0,0,4291005
BROOKLYN,1,0,4291514
MANHATTAN,0,0,4291439
BRONX,0,0,4292057
BRONX,0,0,4292598
QUEENS,0,0,4291014
BROOKLYN,0,0,4291472
MANHATTAN,0,0,4291387
BRONX,0,0,4291466
QUEENS,0,0,4291352
STATEN ISLAND,0,0,4291178
MANHATTAN,0,0,4290947
BROOKLYN,1,0,4291414
BRONX,0,0,4295816
QUEENS,0,0,4291130
BROOKLYN,1,0,4292187
BROOKLYN,0,0,4291213
BROOKLYN,1,0,4294150
QUEENS,0,0,4291015
BRONX,0,0,4290995
BRONX,0,0,4291770
QUEENS,0,0,4291335
BRONX,0,0,4291129
STATEN ISLAND,0,0,4291344
MANHATTAN,0,0,4291167
QUEENS,0,0,4291062
MANHATTAN,0,0,4290948
MANHATTAN,0,0,4291191
MANHATTAN,2,0,4291193
QUEENS,1,0,4290864
BROOKLYN,0,0,4292210
BRONX,0,0,4292064
QUEENS,0,0,4291333
MANHATTAN,0,0,4291544
BRONX,1,0,4291428
BRONX,1,0,4291219
QUEENS,0,0,4292843
BROOKLYN,0,0,4291257
BROOKLYN,0,0,4291373
BROOKLYN,0,0,4291372
QUEENS,1,0,4291170
BROOKLYN,0,0,4291380
QUEENS,0,0,4291172
BROOKLYN,0,0,4291017
BRONX,0,0,4308858
QUEENS,0,0,4291173
QUEENS,0,0,4291066
BRONX,0,0,4291777
BRONX,0,0,4292658
QUEENS,0,0,4291132
BROOKLYN,0,0,4293768
QUEENS,1,0,4291375
BRONX,0,0,4291019
QUEENS,0,0,4291051
QUEENS,0,0,4293836
BRONX,0,0,4291845
BROOKLYN,0,0,4291493
BROOKLYN,0,0,4292479
BROOKLYN,0,0,4298273
BROOKLYN,0,0,4291206
QUEENS,1,0,4291971
QUEENS,0,0,4291102
BRONX,0,0,4291386
BROOKLYN,0,0,4291407
BRONX,0,0,4297074
QUEENS,1,0,4291348
STATEN ISLAND,0,0,4291353
BROOKLYN,0,0,4291536
BRONX,0,0,4292109
BRONX,1,0,4294187
BROOKLYN,1,0,4290969
MANHATTAN,1,0,4291450
BRONX,0,0,4292599
MANHATTAN,0,0,4291254
MANHATTAN,0,0,4291455
BROOKLYN,0,0,4291501
BROOKLYN,0,0,4291530
BRONX,0,0,4291125
BROOKLYN,0,0,4292014
MANHATTAN,1,0,4291341
BRONX,1,0,4291135
QUEENS,0,0,4290908
BROOKLYN,0,0,4291382
BROOKLYN,0,0,4291366
QUEENS,0,0,4291340
MANHATTAN,0,0,4291555
MANHATTAN,0,0,4291253
BRONX,0,0,4292613
MANHATTAN,0,0,4292654
BROOKLYN,1,0,4291363
QUEENS,0,0,4293653
BRONX,0,0,4292597
BRONX,0,0,4292058
QUEENS,0,0,4291326
BROOKLYN,0,0,4291075
QUEENS,0,0,4291049
BROOKLYN,0,0,4292474
MANHATTAN,1,0,4291276
BROOKLYN,1,0,4299281
QUEENS,0,0,4291050
QUEENS,0,0,4291202
BROOKLYN,0,0,4292006
QUEENS,0,0,4291355
BROOKLYN,2,0,4298311
QUEENS,0,0,4291260
QUEENS,0,0,4291347
MANHATTAN,0,0,4290949
BRONX,0,0,4291133
BROOKLYN,0,0,4291325
MANHATTAN,1,0,4292295
MANHATTAN,0,0,4291482
QUEENS,1,0,4291966
QUEENS,1,0,4291188
QUEENS,0,0,4291434
QUEENS,1,0,4291176
QUEENS,0,0,4292282
BRONX,0,0,4291449
MANHATTAN,0,0,4291082
MANHATTAN,0,0,4291433
QUEENS,0,0,4291710
QUEENS,0,0,4290896
MANHATTAN,0,0,4291250
BRONX,0,0,4291238
MANHATTAN,0,0,4291275
BROOKLYN,1,0,4291234
BROOKLYN,0,0,4298169
QUEENS,0,0,4291007
QUEENS,1,0,4291279
BROOKLYN,0,0,4292002
BRONX,0,0,4291220
BROOKLYN,0,0,4291237
MANHATTAN,0,0,4292247
MANHATTAN,0,0,4292861
MANHATTAN,0,0,4290930
QUEENS,1,0,4291139
BROOKLYN,1,0,4291519
QUEENS,1,0,4291196
QUEENS,0,0,4291203
QUEENS,1,0,4294074
BRONX,1,0,4295827
MANHATTAN,0,0,4291032
MANHATTAN,0,0,4291753
BROOKLYN,0,0,4293025
BROOKLYN,0,0,4292472
BROOKLYN,1,0,4291413
BRONX,1,0,4291773
BRONX,0,0,4292665
BRONX,6,0,4291041
BROOKLYN,0,0,4291620
BROOKLYN,0,0,4291513
MANHATTAN,0,0,4291273
BRONX,0,0,4291594
BROOKLYN,0,0,4291232
QUEENS,0,0,4291064
BROOKLYN,0,0,4290967
BRONX,1,0,4293245
QUEENS,0,0,4293688
QUEENS,1,0,4291581
STATEN ISLAND,0,0,4291697
QUEENS,1,0,4291615
QUEENS,0,0,4294592
QUEENS,0,0,4291400
QUEENS,0,0,4292217
MANHATTAN,0,0,4291686
QUEENS,1,0,4293646
BRONX,0,0,4291595
MANHATTAN,0,0,4292041
MANHATTAN,0,0,4304476
BRONX,0,0,4291719
BRONX,0,0,4291720
BROOKLYN,1,0,4292101
BROOKLYN,0,0,4293322
MANHATTAN,0,0,4291685
BRONX,0,0,4292629
QUEENS,0,0,4291810
BRONX,0,0,4291611
BRONX,0,0,4292167
MANHATTAN,0,0,4291422
BRONX,0,0,4291783
QUEENS,0,0,4292651
MANHATTAN,0,0,4291489
BROOKLYN,0,0,4291420
MANHATTAN,0,0,4292035
BRONX,0,0,4292166
STATEN ISLAND,4,0,4292443
BROOKLYN,0,0,4294344
BROOKLYN,0,0,4292142
BROOKLYN,0,0,4293123
QUEENS,0,0,4296313
QUEENS,0,0,4293840
MANHATTAN,0,0,4297159
BROOKLYN,0,0,4292891
MANHATTAN,0,0,4293004
MANHATTAN,0,0,4292621
QUEENS,0,0,4291671
BROOKLYN,0,0,4292579
BROOKLYN,0,0,4291417
BRONX,0,0,4291545
BROOKLYN,0,0,4291409
MANHATTAN,0,0,4291834
QUEENS,0,0,4292411
BRONX,1,0,4291479
BRONX,1,0,4293650
MANHATTAN,1,0,4292059
STATEN ISLAND,1,0,4292196
BROOKLYN,0,0,4291453
BRONX,0,0,4292158
BROOKLYN,0,0,4291882
MANHATTAN,0,0,4291221
QUEENS,0,0,4295381
QUEENS,0,0,4291792
BROOKLYN,0,0,4292085
BRONX,0,0,4291658
BROOKLYN,0,0,4291665
QUEENS,1,0,4291271
MANHATTAN,0,0,4292315
STATEN ISLAND,0,0,4291343
BROOKLYN,1,0,4291750
BROOKLYN,0,0,4291531
QUEENS,0,0,4291715
QUEENS,0,0,4291529
BRONX,0,0,4291602
BROOKLYN,0,0,4291410
BROOKLYN,0,0,4292129
QUEENS,1,0,4291913
MANHATTAN,1,0,4291612
QUEENS,1,0,4291440
MANHATTAN,0,0,4291690
MANHATTAN,0,0,4292307
QUEENS,0,0,4291991
BROOKLYN,0,0,4291745
BRONX,1,0,4291657
BRONX,1,0,4294662
BROOKLYN,1,0,4292559
BROOKLYN,0,0,4292071
BROOKLYN,0,0,4296166
BROOKLYN,0,0,4291668
BROOKLYN,0,0,4292249
BROOKLYN,0,0,4295364
BROOKLYN,1,0,4291534
MANHATTAN,0,0,4292667
BROOKLYN,0,0,4300893
STATEN ISLAND,0,0,4293924
MANHATTAN,0,0,4291526
MANHATTAN,0,0,4291833
BRONX,0,0,4291844
BROOKLYN,0,0,4291485
BRONX,0,0,4291391
BRONX,0,0,4291692
BROOKLYN,0,0,4293546
BROOKLYN,0,0,4292489
BROOKLYN,0,0,4291502
QUEENS,3,0,4291613
MANHATTAN,0,0,4292023
MANHATTAN,0,0,4291509
MANHATTAN,1,0,4294250
MANHATTAN,0,0,4291832
BROOKLYN,0,0,4293568
MANHATTAN,0,0,4292039
BROOKLYN,0,0,4292320
BRONX,0,0,4292672
BRONX,0,0,4294591
MANHATTAN,0,0,4292176
MANHATTAN,0,0,4292128
MANHATTAN,0,0,4292679
MANHATTAN,0,0,4293172
BROOKLYN,0,0,4292191
STATEN ISLAND,0,0,4292451
BRONX,0,0,4291850
BROOKLYN,0,0,4293825
BROOKLYN,0,0,4291868
QUEENS,0,0,4291527
MANHATTAN,0,0,4291523
BRONX,0,0,4291630
QUEENS,0,0,4291398
BRONX,0,0,4292666
BRONX,0,0,4291599
BRONX,0,0,4291603
BROOKLYN,0,0,4393338
MANHATTAN,1,0,4291614
MANHATTAN,0,0,4292048
BRONX,0,0,4292671
QUEENS,0,0,4291583
BRONX,0,0,4291557
BRONX,0,0,4291780
BROOKLYN,0,0,4292199
BROOKLYN,0,0,4291669
BRONX,0,0,4291841
BROOKLYN,0,0,4292433
QUEENS,1,0,4292271
BROOKLYN,0,0,4292082
MANHATTAN,0,0,4293294
BROOKLYN,0,0,4292558
MANHATTAN,1,0,4291656
BROOKLYN,1,0,4292430
QUEENS,0,0,4292401
BROOKLYN,0,0,4291880
BRONX,1,0,4291760
MANHATTAN,0,0,4294753
BROOKLYN,0,0,4292237
BROOKLYN,0,0,4292460
QUEENS,1,0,4291329
MANHATTAN,0,0,4292683
BROOKLYN,0,0,4293349
BROOKLYN,0,0,4292456
QUEENS,0,0,4294255
BROOKLYN,0,0,4291556
QUEENS,0,0,4291678
BROOKLYN,0,0,4292908
BROOKLYN,0,0,4291893
BRONX,0,0,4291761
MANHATTAN,0,0,4291633
QUEENS,0,0,4291672
MANHATTAN,0,0,4296387
BRONX,3,0,4291855
STATEN ISLAND,0,0,4292450
QUEENS,0,0,4293669
BROOKLYN,2,0,4292911
MANHATTAN,0,0,4292047
MANHATTAN,0,0,4291654
QUEENS,0,0,4291825
BROOKLYN,0,0,4292858
MANHATTAN,0,0,4296156
BROOKLYN,0,0,4292806
BRONX,0,0,4292600
BROOKLYN,0,0,4295165
QUEENS,0,0,4291791
BROOKLYN,0,0,4292490
BROOKLYN,2,0,4291201
QUEENS,0,0,4291625
MANHATTAN,1,0,4292257
BROOKLYN,1,0,4292198
BROOKLYN,0,0,4293348
BROOKLYN,0,0,4291663
BROOKLYN,0,0,4292515
STATEN ISLAND,0,0,4291700
QUEENS,0,0,4291980
QUEENS,0,0,4291575
MANHATTAN,0,0,4292421
MANHATTAN,0,0,4291835
BRONX,0,0,4294086
MANHATTAN,1,0,4291456
MANHATTAN,0,0,4293008
BROOKLYN,0,0,4291749
QUEENS,0,0,4291817
QUEENS,0,0,4291646
BROOKLYN,0,0,4296063
BROOKLYN,0,0,4292190
MANHATTAN,1,0,4293006
BROOKLYN,1,0,4292015
BROOKLYN,0,0,4291748
BROOKLYN,0,0,4291563
BROOKLYN,1,0,4291533
MANHATTAN,1,0,4291673
BROOKLYN,0,0,4291586
BRONX,0,0,4292673
MANHATTAN,0,0,4291683
BRONX,0,0,4292676
QUEENS,0,0,4291711
BROOKLYN,0,0,4292432
QUEENS,0,0,4292394
BRONX,0,0,4297353
QUEENS,0,0,4291607
STATEN ISLAND,0,0,4291701
BROOKLYN,0,0,4291562
BROOKLYN,0,0,4291644
MANHATTAN,1,0,4291560
MANHATTAN,0,0,4291842
BROOKLYN,0,0,4291582
MANHATTAN,1,0,4291982
QUEENS,0,0,4291973
MANHATTAN,0,0,4291426
BROOKLYN,0,0,4292531
BRONX,0,0,4291634
MANHATTAN,0,0,4291585
BROOKLYN,0,0,4292513
QUEENS,1,0,4291729
MANHATTAN,0,0,4292262
BRONX,0,0,4292682
MANHATTAN,0,0,4291718
MANHATTAN,0,0,4292652
MANHATTAN,0,0,4291638
BROOKLYN,0,0,4291240
QUEENS,0,0,4291681
BROOKLYN,1,0,4292238
QUEENS,2,0,4291522
BROOKLYN,0,0,4292431
QUEENS,0,0,4291528
MANHATTAN,0,0,4291471
BRONX,0,0,4291769
QUEENS,0,0,4291401
QUEENS,0,0,4291814
STATEN ISLAND,0,0,4292436
MANHATTAN,0,0,4291766
BRONX,1,0,4292625
BROOKLYN,1,0,4291463
BROOKLYN,2,0,4293364
BRONX,0,0,4291691
BRONX,0,0,4291610
QUEENS,0,0,4305163
BROOKLYN,0,0,4292549
BRONX,0,0,4291477
BROOKLYN,1,0,4291535
QUEENS,0,0,4295041
MANHATTAN,0,0,4292650
MANHATTAN,0,0,4291764
MANHATTAN,0,0,4292263
STATEN ISLAND,0,0,4292205
QUEENS,0,0,4293844
QUEENS,0,0,4291765
BROOKLYN,0,0,4291812
MANHATTAN,0,0,4291248
BROOKLYN,0,0,4291636
BRONX,0,0,4291781
QUEENS,0,0,4291662
BROOKLYN,0,0,4292488
QUEENS,0,0,4291696
QUEENS,0,0,4293527
QUEENS,0,0,4291979
BROOKLYN,0,0,4292132
BRONX,0,0,4291659
MANHATTAN,0,0,4292022
QUEENS,0,0,4291712
QUEENS,0,0,4297814
MANHATTAN,0,0,4291571
MANHATTAN,0,0,4291396
BROOKLYN,2,0,4291510
QUEENS,0,0,4291911
QUEENS,1,0,4296312
QUEENS,0,0,4291709
QUEENS,0,0,4292830
BROOKLYN,0,0,4295668
QUEENS,0,0,4292219
QUEENS,0,0,4291670
BRONX,1,0,4291952
QUEENS,1,0,4291797
MANHATTAN,0,0,4291763
BRONX,1,0,4294297
BROOKLYN,0,0,4292476
QUEENS,0,0,4291698
QUEENS,1,0,4291732
MANHATTAN,0,0,4291653
BROOKLYN,0,0,4291580
QUEENS,2,0,4291731
QUEENS,0,0,4291680
MANHATTAN,0,0,4294010
BROOKLYN,0,0,4292529
BROOKLYN,1,0,4292055
MANHATTAN,0,0,4291424
BRONX,0,0,4292623
QUEENS,1,1,4294348
QUEENS,0,0,4305265
QUEENS,0,0,4291624
BROOKLYN,0,0,4292475
QUEENS,0,0,4295045
BRONX,0,0,4292663
STATEN ISLAND,0,0,4291703
QUEENS,0,0,4291393
BRONX,0,0,4291857
BROOKLYN,0,0,4292512
BRONX,0,0,4291859
STATEN ISLAND,2,0,4292442
MANHATTAN,0,0,4293180
BRONX,0,0,4292641
BRONX,1,0,4291843
BROOKLYN,1,0,4292242
BROOKLYN,0,0,4291667
BROOKLYN,0,0,4292335
QUEENS,0,0,4291909
QUEENS,1,0,4291631
BROOKLYN,0,0,4292136
QUEENS,2,0,4291866
QUEENS,0,0,4292220
BRONX,1,0,4291784
MANHATTAN,0,0,4291551
BROOKLYN,0,0,4292554
BRONX,1,0,4298431
BROOKLYN,0,0,4291402
BROOKLYN,0,0,4292076
BRONX,0,0,4291543
QUEENS,1,0,4291650
MANHATTAN,1,0,4291872
QUEENS,0,0,4291677
BROOKLYN,0,0,4291879
STATEN ISLAND,0,0,4293216
QUEENS,0,0,4292834
QUEENS,0,0,4292620
QUEENS,1,0,4292833
QUEENS,0,0,4291827
MANHATTAN,0,0,4292637
BRONX,0,0,4294218
BRONX,0,0,4292630
MANHATTAN,0,0,4292696
BROOKLYN,0,0,4292387
BROOKLYN,0,0,4292189
QUEENS,0,0,4291798
QUEENS,1,0,4291794
BROOKLYN,0,0,4292138
BROOKLYN,1,0,4293954
MANHATTAN,0,0,4293887
BRONX,0,0,4292009
BROOKLYN,0,0,4292188
MANHATTAN,0,0,4291953
QUEENS,1,0,4294215
QUEENS,0,0,4291837
BRONX,0,0,4294522
MANHATTAN,1,0,4292050
BROOKLYN,0,0,4292481
BROOKLYN,0,0,4292012
BRONX,0,0,4291723
BROOKLYN,0,0,4292287
BRONX,1,0,4291962
MANHATTAN,1,0,4292231
QUEENS,2,0,4292144
BRONX,0,0,4291876
BROOKLYN,0,0,4292439
QUEENS,0,0,4292780
BROOKLYN,0,0,4292095
BROOKLYN,0,0,4292336
QUEENS,1,0,4292079
QUEENS,0,0,4292068
BROOKLYN,0,0,4292912
BROOKLYN,0,0,4292340
MANHATTAN,0,0,4292259
BRONX,2,0,4291839
QUEENS,0,0,4291944
QUEENS,1,0,4296154
QUEENS,0,0,4291905
MANHATTAN,0,0,4291955
BRONX,1,0,4292168
BROOKLYN,0,0,4292342
BROOKLYN,0,0,4292521
BROOKLYN,0,0,4292494
BROOKLYN,0,0,4291867
QUEENS,0,0,4291887
BROOKLYN,0,0,4292319
BROOKLYN,0,0,4292901
QUEENS,0,0,4294293
BRONX,2,0,4293584
MANHATTAN,0,0,4293842
MANHATTAN,0,0,4292135
QUEENS,0,0,4292835
QUEENS,0,0,4291822
BROOKLYN,0,0,4292366
BROOKLYN,1,0,4292767
BROOKLYN,0,0,4292902
QUEENS,0,0,4293668
BRONX,0,0,4292618
BROOKLYN,1,0,4291892
MANHATTAN,0,0,4292300
QUEENS,0,0,4293575
BROOKLYN,0,0,4291846
MANHATTAN,0,0,4292602
BROOKLYN,1,0,4295604
BROOKLYN,0,0,4292193
BROOKLYN,0,0,4292897
BROOKLYN,0,0,4292098
QUEENS,0,0,4292845
QUEENS,1,0,4292226
QUEENS,0,0,4291799
QUEENS,0,0,4292555
BROOKLYN,2,0,4291861
QUEENS,1,0,4291925
MANHATTAN,0,0,4292301
MANHATTAN,0,0,4293012
QUEENS,0,0,4292781
MANHATTAN,0,0,4292723
BRONX,0,0,4293670
BRONX,0,0,4293739
QUEENS,0,0,4291907
BROOKLYN,1,0,4291811
QUEENS,0,0,4292422
BROOKLYN,2,0,4292033
QUEENS,0,0,4292279
BROOKLYN,1,0,4292337
MANHATTAN,0,0,4292131
QUEENS,0,0,4291733
QUEENS,0,0,4292292
BROOKLYN,0,0,4292523
MANHATTAN,1,0,4292042
QUEENS,0,0,4294324
MANHATTAN,0,0,4293166
BRONX,0,0,4292631
QUEENS,0,0,4292592
QUEENS,1,0,4293846
QUEENS,0,0,4291870
QUEENS,2,0,4293176
BROOKLYN,0,0,4295619
BROOKLYN,1,0,4291898
BRONX,0,0,4293906
BRONX,0,0,4293582
QUEENS,1,0,4292719
QUEENS,0,0,4292225
BROOKLYN,2,0,4294103
BROOKLYN,0,0,4291920
BROOKLYN,0,0,4292563
MANHATTAN,0,0,4292615
MANHATTAN,0,0,4292264
QUEENS,1,0,4292276
BRONX,0,0,4292139
QUEENS,0,0,4291707
QUEENS,2,0,4294156
BRONX,0,0,4291847
BRONX,1,0,4292638
QUEENS,1,0,4292283
MANHATTAN,0,0,4292040
QUEENS,0,0,4291790
MANHATTAN,0,0,4292046
BROOKLYN,0,0,4298505
BROOKLYN,0,0,4291865
BROOKLYN,0,0,4294158
BROOKLYN,0,0,4291957
MANHATTAN,0,0,4292223
QUEENS,0,0,4291830
QUEENS,0,0,4291960
MANHATTAN,0,0,4291954
BROOKLYN,0,0,4292377
MANHATTAN,0,0,4292316
BROOKLYN,2,0,4292338
MANHATTAN,0,0,4292250
BROOKLYN,0,0,4292482
BRONX,0,0,4292619
QUEENS,0,0,4291831
BROOKLYN,0,0,4292492
BROOKLYN,0,0,4292435
BROOKLYN,0,0,4292248
BROOKLYN,0,0,4294463
BROOKLYN,1,0,4292882
BRONX,0,0,4292169
STATEN ISLAND,0,0,4294632
BRONX,0,0,4291995
QUEENS,0,0,4291804
QUEENS,2,0,4291795
BROOKLYN,0,0,4292029
BRONX,0,0,4292685
QUEENS,1,0,4291819
QUEENS,0,0,4293812
QUEENS,0,0,4292576
MANHATTAN,0,0,4291934
QUEENS,0,0,4291959
QUEENS,1,0,4292690
BROOKLYN,0,0,4292251
QUEENS,0,0,4295044
BRONX,0,0,4292016
QUEENS,0,0,4291693
BRONX,0,0,4291924
BROOKLYN,0,0,4292910
BROOKLYN,1,0,4292892
MANHATTAN,0,0,4293288
